Sentence_id,sentence
52247,"كان نكون حسي قايدين العالم لأننا كسودانين بنقدر وبنمتلك الإمكانيات البتخلينا دولة عظمى"
52248,"الحكم الفدرالي مع السودان هو اكيد ينفع مع السودان لكن نحنه كسودانيين خايفين من الانفصال الثاني"
52249,"وهو الحكم الفدرالي خطيرجدا لانوكل إقليم حاكم نفسه و هو يعطي الضوء الأخضر للدول ألي كان شاركو في انفصال جنوبنا الحبيب"
52250,"بالنسبه لي نظام الحكم في السودان علي حسب رأي المتواضع البلد أحسن تبقي فدرالية و نستفيد في بخيراتها"
52251,"انت ياللي بتقول حق تقرير المصير دي كلمه كبيرة انت قايلاها سهلة انت بتشيل مسؤولية زي دي"
52252,"علاوة علي كده شابكنا مجتمع الخرطوم مجتمع عنصري وبتاع نحنا كلنا سودانيين والبحصل في الشرق أو في الجنوب ما عاجبنا"
52253,"الحكومة دي جبناها نحنا بيدينا ووقفنا معاها ويوم تقول اطلعوا بكرة السودان كلو بطلع ويوم تقول بكرة اضراب السودان كلو بكون مضرب"
52254,"يعني باختصار الحكومة كان عندها فرصة تاريخية تعمل المستحيل في السودان"
52255,"لكن مع مرور الايام اتضح شوية بشوية انو الناس دي كلها ما فاهمة اي حاجة ما عندهم اي فهم سياسي"
52256,"حكومة ضعيفة وهشة وما عندها شخصية وبالمناسبة انا كنت ساكن في القيادة ومن الناس الاسست خيمة إتحاد مغردي السودان وجمعت تبرعات"
52257,"لكن اقوليك اقسم بالله حكومة الكيزان أقل شيء كان بتمتلك شخصية حقيقية"
52258,"اقوليك نحن ذاتو كان اقترحنا فكرة الحكم الفيدرالي لكن قلنا مستحيل بلد موحدة نقسما عشان نبقيها حكومة فيدرالية"
52259,"طبعا الكلام ده حصل لما كان مشكلة الشرق بالنسبة لينا أنتهت واصلا الشمال ما عنده مشكلة"
52260,"لما يجيبوا زول ذي عباس مدني ومن اول يوم الناس رافضاه واكون قاعد في الكرسي لهسي"
52261,"نحنا في الشرق ديل اي حكومة م ختا لينا اي اعتبار زي م قلت نقسم الكيكة بس والله انا بشوفو حل من ذهب"
52262,"انا وأحد من الناس الما مقتنع ب اتفاقية السلام دي لان هي عبارة عن أرضى ناس بالمناصب والناس الفقدت عوائلها وبيوت وكل ممتلكاتها"
52263,"مافي احد أتكلم في قضيتم  اتفاقية السلام عبارة عن ترضية لبعض المتفلتين الذين نعتبرون نفس الكيزان هم الالحقو الاذى بإقليم دارفور"
52264,"داير تكون كل الاقاليم او الولايات علي مستوي متقارب من الموارد ممكن الجزيره تشيل نفسها"
52265,"لكن جنوب دارفور البتفتقر لاقل مقومات الحياة ما بتقدر يلا لو عايزين نقسم الكيكه لازم ننتج وندفع عجلة التنمية"
52266,"نا والله ما بفهم كتير في السياسة لكن عليك الله خش لينا في بنود اتفاقية السلام"
52267,"انا والله حاسي انو في النهاية ماشة على تقسيم السودان والانفصال لي دويلات"
52268,"نحنا نستاهل البحصل لينا دا لانو كل ما يغلو المعيشه  تلقا الناس جاريه جري تشتري من التاجر"
52269,"دا الشي الخلاهم يكونو مقتنعين انو لو رفعو الاسعار دلشيون مره الناس حاتشتري من المفترض الناس توقف الشراء من الناس الاستغلاليين"
52270,"بعدين حكاية انو ساقو ناس ما ليهم دخل لا في ثوره ولا في منفعه في السودان سببو نحنا"
52271,"نحنا الي رفعنا الاعلاميين والفنانيين للدرجه دي ونستاهل كل البحصل لينا دا"
52272,"انو اي اعلامي او فنان او شماسي يغنى او تكبر من خلال الشعب الشعب هو البخليك المشاهير ينشهرو ويطلعو في راسنا"
52273,"ما حسينا بي فرحة السلام لسببين اولا السلام الشامل ما اكتمل عشان كل ما نوقع مع زول نجبجب"
52274,"انا ما عالم ولا حاجة بس من وجهة نظري الفكرة الفيدرالية ممتازة عشان زاتو نكتشف الاماكن المخفية في السودان"
52275,"وتكون السودان منطقة سياحية بإمتياز غير برضو عشان نشوف اختراعات وحاجات جديدة من كل ثقافة وما نظلم دا ونخلي ده"
52276,"ذا اتحدنا وكنا ايد واحدة وما في اي عنصرية السودان حيتطور حبة حبة لكن المشكلة في السودان هي العنصرية الزايدة"
52277,"اللي بقولليك انا قبيلتي فلان بن علان احسن من باقي القبايل  مهو انت شايف قبيلتك عايشة  من عصر الصحابة ولا شنو"
52278,"في النهاية ربنا م بيسئلك عن شنو قبيلتك ولون بشرتك في النهاية انت بني ادم زي أي واحد في الدنيا دي"
52279,"لكن بطريقة التفكير حقتنا دي السودان دا ما بيتطور ولا شي عايشين بس على جهالة"
52280,"نحنا ناس الشرق من زمن البشير بنطالب بحكومه فيدرالية عشان التهميش والظلم والحقر الانحنا فيهو دا"
52281,"البجا ديل من زمان طلعو وطالبو بس صوتهم كالعادة ما مسموع نا عن نفسي افضل حل شايفو الحكم الفيدرالي"
52282,"عليك الله عمك الزعلان في شرق السودان دا عشان ما ادوهو حقوقوا و بقى عايز حق تقرير مصير"
52283,"عليك الله القاعد في الخرطوم مثلاً شايل شنو من حقوقوا زهجتونا و نشفتوا ريقوا"
52284,"جابوهم عشان الناس تنسى الموضوع الاساسي وينشغلو بالفارغة وحات الله انا ما عارف السودان دا ماشي وين"
52285,"حنك كلنا واحد و نعيش مع بعض دي مستحيلة انا شايف من الواقع الحالي ده تتقلب فدرالية و اي زول يعيش في المكان البريحه"
52286,"السودان ما حينفع فيهو اي شئ لانو كل زول ما راضي بالتاني حرفيا"
52287,"لبحصل في الشرق دا جنوب جديد للاسف والنظار البتكلموا ديل عندهم وعود من دول انها حتقيف معاهم"
52288,"حنصل يوم للحرب الاهلية لا محالة واتفاق السلام الحالي ما حيدوم اكتر من سته شهورعلى افضل الفروض"
52289,"من ناحية إنو نحن شعب بحب الفارغه فنحن بنحب الفارغه ياخ ده شي واضح للأعمى و البصير"
52290,"حتى اولياء الإمور لو قلتا ليهو أديني قروش لي المدرسه عشان نعمرها بقول ليك ما عندي لكن تعال قول ليهو عندنا رحله طوالي بحسب ليك"
52291,"لحدي هسي ما شفنا انتحاريين ولا شفنا عربات مفخخة ولا احزمه ناسفه بين المدنيين في السودان"
52292,"لانه ببساطة البتبعوا الاساليب دي هم الان في الحكم و ماسكين البلد"
52293,"شفت الجقلبه حصلت كيف لما هبشوهم في مؤسساتهم الما بتدفع اي ضريبه للبلد"
52294,"صباح التصعيد والمتاريس موعدنا الساعة واحدة ظهر بتوقيت الثورة كل البراري استعداد إغلاق كل الشوارع بامرالثوار"
52295,"سوداني بيليدونا وكلنا اخوان سوداني بليدونا السلام سمح  السلام يستحقنا و بنستحقه"
52296,"سلام وامان نحضن ونقالد عشان وطنك عشان وطني جانا السلام يا توا شوفي"
52297,"عشان ما بليدونا يمشي قدام نحنا سوا نسوو سلام بلدنا نعلي شانا يا ناس  سودانا نادانا"
52298,"درب الحروب خربان مافيهو زول كسبان ياخي السلام ده الجميل"
52299,"وباكر جاي مافيهو الا الخير لكن لو كل كاتل لسه حايم في سلام يبقى كيف سقط النظام"
52300,"جانا السلام ياخدير  توّا شيفي الخير وأمرقي لي قدام  ولد أمي فكّ الخير الدنيا لسه بخير قوم نسوي سلام"
52301,"جانا السلام يا خي  جايب معاهو الضي ازهارو نسنقيها  يرعاها غناه الحي ايديكا في ادي نزرع تقاويها"
52302,"سمح السودان الجمعنا ولمانا في ارضنا ارض الخير و الطيبة ارض  ملتقى النيلين"
52303,"نحن نسمك بعاداتنا وتقاليدنا ولاحترام مطلوب فى الشارع العام عشان هيبة البلد سودانا سمح ومادايرين نعكرو"
52304,"سودانا جميل مافي ليه مثيل بس خلونا نبيض النية ونخت يدينا سواء ونشوف بعيد"
52305,"يا العنصري المغرور كل البلد دارفور ما بنفرق بينا زول جيش واحد شعب واحد"
52306,"دفعولك كم عشان تقلبا دم  إشتروك بي كم  عشان تقلبا دم فكرتا بوجع قلب الأم"
52307,"قلنها وبنقولها ثاني الطلقة ما بتقتل بيقتل سكات الزول تخاذلك بيقتل شعبك كفاية سكات"
52308,"عشان الناس الماتت وعشان نعيش بسلام جيبو حكومة الحكم المدني  انا ماراجع لي مطالب"
52309,"ما نونّس نفسنا بكلام عواطف السودان ما عاوز وعي السودان عاوز قوانين رادعة"
52310,"اهلنا زمان قالو نحن الجودنا بنشيلو ونكرم ضيفنا والكرم مابعيد من السودانيين"
52311,"حتي في الخارج وهل قوات الدعم السريع دي جاية من برا السودان اخوانا واعمامنا واخوالنا ويستحقون الكرم لبذل جهدهم للوطن وحماية مكتسباته"
52312,"بنشوف السلام لو حقيقى ولا زيف والزمن دوار سلام شامل هو الحل الوحيد والخيار الافضل للبلد ما يكون محاصصات"
52313,"السلام ناقص اهم جناحين جناح الحلو وجناح محمد نور اذا كان سلام من عشان الوطن واما اذا كان سلام ما عشان المناصب فعلى الوطن السلام"
52314,"لثورة دي هي الحاجة الأعظم الحصلت في تاريخنا كلو و جوة عين أي زول و هي أكبر مني و منك و من أي حزب و أي جيش و أي جنجويد"
52315,"منو الفي الدنيا مافاكر شوارع الثورة جيابة شنو البحجب شمس باكر تظاهر ناسة واضرابة"
52316,"ومجرد فرض ياقاصر وإرادة الشعب غلابة إذا سديت دورب الارض وانطامن على أبوابه فكيف تضمن سماء الخرطوم سماها الماها كضابة"
52317,"الحال الوصلنا ليه ده بوضح انه في خلل في الإنسان السوداني المعارف داير شنو ذاتو"
52318,"وانا بقول نتواضع نقعد في الأرض دي ندرس الخلل ونبدأ في علاجه من الصفر عشان اولادنا يقدروا يبنوا الوطن ده"
52319,"حاجة كويسة شديد والفرح ان شاء الله يعم كل السودان والأمن والسلام يا رب"
52320,"حملة عالمية لشيل اسم السودان من قائمه الدول الراعيه للارهاب و لو شالوها يشيلنا منو"
52321,"حقنا بناخدو ان شاءالله ودماء الشهداء لن تضيع هدرا يا حمدوك والايام بيننا"
52322,"والله حرام عديل الشفع ديل يقيفو لي عيش دي ما اعمار مهاترات و محن الله يلعن الاوضاع العواليق دي"
52323,"زمان داكا لما قالوا الجيش السوداني متواطئ وبحرق في دارفور و اكلو خير البلد"
52324,"الناس استنكرت وسدت اضانا اها اسي الجيش بحرق في شرق السودان اعملو نايمين برضو"
52325,"ما حنخلي الشرق لي حميدتي والبرهان وبن زايد و بن سلمان الناس تكون صاحية و واعية وتحرس بلدا و ثورتا"
52326,"المشكله عندنا عاملين خاطر للعسكر وحمدوك يتكلم فوق فوق هم مجرد ما زول قرب منهم واتكلم الدنيا قامت"
52327,"حمدوك مفروض يبني علي الشعب ده السند الحقيقي عشان كده انا بشوف انه حمدوك لازم يكشف كل شي الحياة عبارة عن مواقف ياحمدوك"
52328,"حميدتي ود البلد البتكلم لغة بسيطة و واضح و صريح و شغال و لو ما هو كان البلد ضاعت ما داير يشيل وش القباحة"
52329,"تخيل الناس بقت تقول انو حميدتي عمل الثورة و حاميها و جاب السلام و عندوا قروش الحلال"
52330,"و نسو انو هم كانو حماه و وقود و شهداء الثورة  المجيدة السووها هم براهم"
52331,"سبب كل المشاكل دي في السوداني ف حد نفسو وفي نقطه معينه اللي هي مبدأ البدوس شفت والما بدوس غبي"
52332,"بقولو ليك دوس ساي ياخ اصلا ماف زول ما داس قدم مصلحتك و ابقى عشرة عليها"
52333,"والله يكون في عون السودان غايتو من جات الحكومة اتبشتنا اكتر من زمن الكيزان ما في مصيبة ما وقعت على راس الشعب السوداني"
52334,"حيرتونا والله زي مابقولو الفي البر عوام يعني عويضة والجبوري مثلا كلامهم زي الفل"
52335,"سؤال هل إذا كنتم ضمن الحكومة الحالية حاتمرقو البلد بر الأمان و لا بنبقى في الجوطة و التوهان"
52336,"يا ناس ياسودانيين يامسلميين والله الحل أي زول عارفو طيب إنتو مادام عارفين الحل ماتعملو بيهو"
52337,"اقوليك حاجه اقسم بالله العظيم الزول دا تغربل السودان دا من شرقو لي غربو ومن جنوبو لي شمالو ما تطلع منو بي اتنين"
52338,"لا حولاااا شعب ما حتغير ابدا ياخي ساعه بنبح لمن حلقوا وجعوا ده ردكم في نهايه الله يعينكم يا فريق زول"
52339,"يا سودانيين شغلوا عقلكم الله يرحمكم ما ينفع ما تستفيدوا كل هذا النعم إلي عندكم وتروحو تشتغلوا بلدان ما عندها النعم إلي عندكم وتتهانو فوقها"
52340,"اقسم بالله انا هسا م فاهم حاجة ومرات بقول لي انا جيت في بلد م فيها وطنية ولا زول بحب الوطن بس الحمد لله"
52341,"انا ضد التطبيع السودان بلد بي خيراتو وبننهض برانا والحكومة مفروض تقوي نفسها شوية"
52342,"انا حاليا دمي فاير وقلبي محروق شديد على القدس المحتله والموضوع بالجد صعب شديد"
52343,"يعني معقولة نحنا نتخلى عن الاقصى ونتخلى عن القدس ونطبع مع الصهيون"
52344,"الي هم بقتلو وبدبحو وببيدوا فيةاخواننا الفلسطينيين وبكل دم بارد احنا ننسى كل دا بس عشان مصلحتنا حاشا وكلا"
52345,"موضوع زيارة برهان لنتنياهو معترضو تماما لانو ما عندها شي نستفيد منو على حسب مشى لي شنو ما عارفين"
52346,"اما الحكومة الانتقالية دي عندها برود اعصاب ما عارف جايباه من وين مشكلتهم ماسكين طرف واحد وهو السلام"
52347,"م عندي اشكالية في قضيتهم بس يهتمو في الاقتصاد الماشي في تدهور والقضاية اللسسة م شايف فتحوها اكبرها مجزرة القيادة و كلااام كتيير"
52348,"وخليهم لبكره يحومو يشحدو باسمنا ماخلو لينا حته نقبل عليها من كتره الشحده"
52349,"وما حتتصلح حاجه لانو السودان دوله غير منتجه  حنعتمد على الدعومات والشحده لمتين"
52350,"من وجهه نظري السودان م محتاج اي دعم خارجي او اي تدخلات خارجية لان اي دوله في العالم بتفتش عن مصلحتها الشخصيه"
52351,"يعني حياخدونا لحم ويرمونا عضم  المشكلة في السودان سوء الادارة و ان حكوماتنا ما مسويلينا اي قيمة"
52352,"الحكومة لو شدت حيلها شويه وعملت ليها شوية نخوه واحساس بالوطنية البلد دي بتزح من محلها"
52353,"وركزت علي العمل الداخلي في البلد وقدرت تسيطر  علي زمام الامور م اعتقد انو حتكون في مشكلة تاني"
52354,"وواضح جدا انو في تقييد للسلطة التنفيذية في البلد ولا احتمال هرشوهم ما معروف"
52355,"والمفروض انو طرفي الحكومة من مجلس عسكري و مجلس وزراء الناس دي تقبل ببعضها واي طرف يلتزم بجانبو من السلطة"
52356,"ما اظن انو البرهان ما كلم زول لانو استحالة رئيس او رتبة عسكرية يطلع من بلدو بدون علم زول من مجلس الوزراء انا متاكد انهم بتغابو"
52357,"السودان عندهم حق يشوفو وين مصلحتهم والله مش هيفيدكم العرب غير عنصريتهم ضد السودان"
52358,"والله انا شايف جامعة الدول العربية دي كلام جرايد ساي ما طلعنا منا بشي"
52359,"خلوهم يسحبوها و نستفيد من المبنى القاعد تراث ساي ع الاقل نعملو مخبز نستفيد منو"
52360,"التطبيع ما فيه مصلحة للبلد إسرائيل ما راح تفيدك شوف الي حولك جنوب السودان طبعت  استفادة شنو"
52361,"الله اذا فرضو في القدس مابعيد يفرطو في مكه والمدنيه لانو كلها مقدسات اسلاميه والبفرط مره يفرط الف مره"
52362,"اول حاجة الناس المؤيدين التطبيع حجتهم انه حيفيد السودان و دا طبعا م ح يفيدنا ولا شيو المشكك الكلام دا في القرآن قاعد"
52363,"فلسطين حره ولو تركت لرؤساء العرب ديل عمرهم م حايخدموها بي شي كل واحد بيجدعا للتاني"
52364,"واتعجب من الزول البقول ليك كل العرب مطبعه والفلسطينين زاتهم باعو القضيه وباعو بلدهم لكن نحن قضيتنا دينيه في الاول"
52365,"بلا تطبيع بلا غيرو نحنا م فاضيين لأي دوله بدل يمشوا يطبعو خليهم يجتهدوا لينا في خيرنا ده بس و شكرا"
52366,"مافي دوله طبعت مع اسرايئل اتقدمت خطوه ونحنا اذا طبعنا مع اسرائيل او لا مافارق معاها وهم يعملو في البعملو فيهو"
52367,"طبعا ضد التطبيع لأن ببساطة  اللي يبيع قميصه حيجي يوم ويفرط في  بنطلونه ونفس الشي اللي يفرط في  فلسطين ممكن يفرط في مكة والمدينة"
52368,"سمعني انا عندي حل كلي للمشاكل دي انتظرني اطلع من صف العيش وعندي غشوه صف الجاز بعدها ولو لقيت كهرباء اشحن تلفوني بوريك"
52369,"والله مابتتجازف نحنا كسودانين كان جابو لينا اي شي حنقول ما دايرنو"
52370,"لافدرالية لا مدنيه لا عسكريه لا اي شي بعدين مشكلتنا كشعب كان ادوك حقك زاتو بلدك قاليكم احكمو بقول ليك لي فلان ود فلان يحكم المريخ"
52371,"يعني من قمنا ماف زول مركز في ورقو اي زول بعاين في ورق الزول التاني  معنو ورقو الفي يدو ممكن يكون هو الملاذ والاحسن"
52372,"زي اهلنا طيبين كدا الخبيرين في الزراعه خلو الزراعه وقبلو علئ العربات ولا اي مصيبه تاني"
52373,"مع انو بقولو ليك اترك الخبز لي الخبازوانو اهل مكة ادرى بشعابها بس لا احنا اي فرد عايز يعيشو كلو عايز يكون فل اوبشن ملم بي اي شي"
52374,"ماتكسير مجاديف بس والله البلد دي عمرها ماحتتعدل لو ما اي زول فهم انو التصليح والنمو والنهضه بتبدا من مجالك او من محل خبرتك"
52375,"والله من ما قمنا شايفين اتفاق وتدمير البلد والمشكله الكبيره في اتفاقياتهم"
52376,"دائما هناك في طرف ناقص ويقول ما موافق تقول السودان لعبة كشتينه"
52377,"والله زهجنا من كل شي البلد بقت صعبه شديد كل شي صفوف  والناس بقت ماعايزه تفهم شي غير عايزه تاكل وتشرب ومافي بعد ده  الله المستعان"
52378,"تسلم يا راقي علي الكلام الجميل ده فيدرالية بس عشان كلو زول يأخذ حقو و السودان للجميع"
52379,"والله انا ما عارف عديل كدا ياخي السودان ما يتطور لي ياخ في دول اصغر و صعدت بسرعة شديدة"
52380,"فكره الفدراليه جميله اقلاهو بنعرف اي منطقه ولا مدينه اقتصادها قوي"
52381,"وانا متاكد السودان كلو بمشي ليها عشان راحتو ولا عشان الشغل متوفر زي م حاصل حاليا في الخرطوم"
52382,"انا شايف الفدراليه احسن نظام اي زول حقه وما يعمل جوطه وكلام كتير لكن الخوف اي واحد يقول زي ما اديت الزول داك تدينا نحن"
52383,"صراحة م عارف اقول شنو على الأوضاع الحاصلة في السودان بس الوضع بقا مزري شديد لمن البطن تطم منو"
52384,"الأشكال الكانت في جوبا دي تم استدعاها لسبب واحد انو الشعب السوداني م شغال ب حاجة غير الفارغة"
52385,"لوكنا ب الجد قلبنا على البلد م كان سافرو زي الأشكال دي كان سافرو بنت البنبان ولي النقيب حامد"
52386,"الناس البجد شاركت في الثورة وب الحد كان قلبها على البلد"
52387,"السودان دا مخستك عديل بي ناسو بيعملو قومة وقعدة لي شخصيات تافهة"
52388,"والله الفدرالية افضل خيار للسودان عمرنا ما ح نمرق من الحرب بالطريقة دي  كل زول داير يقسمو لي حقو صندوق بيبسي هو"
52389,"اتفاق وهمي أولا قادوه إنتهازيين جاب لينا مخاصصات ما بتشبه دولة ما بعد الثورة ومشكلة الشرق انو الانتهازيين ديل المثلوا المسار"
52390,"ما بيمثلو زول وقفل الشارع والميناء اثبت انهم ناس متسلقة ساي مش موضوع كيزان ولا موضوع قبايل زي ما الدعاية الشغالة دي"
52391,"انا بأكد انو انا ما شايف الانفصال لاي منطقة في السودان بيفيدها لكن اذا ما تم التعامل مع الموضوع بحكمة حنلقى الحلول بدت تروح مننا"
52392,"سؤال وين التنمية مدام شرق و غرب شمال جنوب معناها مافي تنميه في السودان كلو"
52393,"اجماعة السودانيين كشعب حيصبحو لاجئين في دول الجوار جزء كبير من المجتمع"
52394,"خد بالك ما كل الشعب كان بياكل حرام رشاوي مع انوا ما محتاج اصلا"
52395,"والله النظام الفدرالي ده أفضل نظام عشان ناس الأقاليم ياكلو القراصة ويخلو اليقيفة"
52396,"الفساد دا اول مشكلة في السودان والناس دي ترجع لربها وتبطل العنصرية"
52397,"لازم  الناس تخلي المشاحنات والكلام الفارغ بالاخص الكلام الفارغ الناس دي كلها بقت تركب الموجة"
52398,"السودانيين ديل فدرالية م ينفع معاهم ضرب مثل أنا من ولاية سنار حصل ضايقة في سنار"
52399,"حاهرب أمشي كسلا حصلت ضايقة حامشي الغضارف بدل أقعد من البداية واعالج الضايقة دي اعديها هرولا من ولاية لي ولاية"
52400,"بي كدا حتسقط ولاية تلو الأخرى حاينحصر السودان كلو في ولاية واحدة وحاتسقط برضها"
52401,"حصلت ضايقة في السودان عامة كل الشباب هاجروا الركب السمبك والمشي السعودية أنت زاتك من الناس الهاجروا"
52402,"بالنسبة لي موضوع الفرحة بتاعت السلام أنا واحد من الناس م هزّ فيني شعرة للأسباب التالية"
52403,"فرحنا بي سقوط البشير جو ناس المجلس العسكري كتلو الفرحة بالفارغة وفض الإعتصام"
52404,"فرحنا بي الوثيقة الدستورية جو القحاطة طمموا بالحكومة الهزيلة والوزراء القالو كفاءات وطلعو كفوات الوضع المعيشي ماش من سيئ لي أسوأ"
52405,"البطمنا شنو إنو دا سلام حقيقي وبقدم البلد لي قدام وحتى الاتفاقية دي شايفنها ظالمة بالنسبة لينا نحن في الوسط"
52406,"وغير الإتنين الما وقعوا ديل ياعالم بكرة حيطلعوا لينا بشنو أما الاسئلة الأخيرة دي أخير أسكت بس"
52407,"الوضع كده عاجبهم من مصلحتهم ومصلحة بعض الدول ان السودان يكون كده مافي استقرار وفي حالة حرب دائمة"
52408,"انا شايفة لو وزعونا زي ورق الكتشينة علي باقي الدول افضل نقفلها بس"
52409,"والله لو شافع قعد مشى ولاية ولاية و اتكلم معاهم كلمتين الناس دي بتروق"
52410,"انا حزينه علينا احنا كشعب والله الحكومة جد م بتمثلنا و المشكلة ف  الشعب العنصرية لفل ماكس حرفيا و الموضوع دا ماشي ف دمهم"
52411,"ديل كان منتظرين متييين يكنكشوا في الكراسي عشان يسفوا ويسرقوا"
52412,"لك الله يا سودان انا قنعت و بقيت متكي بضحك ف الهمبلولات ديل بعملو ف شنو شمينا البمبان ف الفاضي ساي"
52413,"بيقول المثل ادى الخبز لخبازه لكن سودانا ده لا فيهو خبز ولا قدر الخبز الفيهو بيدوه لخبازه بل بيدوه للبجيب الحطب"
52414,"لسودانيين صحي راكبين راس وكل زول ح يندم على الثورة ويسف التراب وده حالنا من زمان اي زول طلعناه سفينا التراب"
52415,"الحمى الضربت الشماليه وكتلت الناس كتيل الجراد والحكومه ولا حتى الناس شغاله بيها ياخ"
52416,"ليه يعني خلاص اهتميتو ب دارفور ودلعتو ناسو ونسيتو انو في ناس مهمشه في الولايات التانيه وبتموت برضو"
52417,"الحكومة دي حيرتنا ما عارفين الحاصل شنو كانت آمالنا مرتفعة وتوقعاتنا عالية انو على الأقل يكون في بوادر إصلاح"
52418,"ياحميدتي انت قاعد في قفص حمام وانحن م عارفين والمدنية دايره حمايه المدنية دايره حمايه ياخي مره وحده بس وبتقع لينا م طلاب روضة"
52419,"اول سنتين من حكم الانقاذ كان نصيب الزول عيشة طول اليوم وم كان ف سكر الشاي بشربوهو بالتمر"
52420,"أسي ديل فرقهم شنو من الكيزان الكانو بدقو أي زول مختلف معاهم في الرأي"
52421,"الكيزان فاتو والسودان انفصل منه الجنوب فقط هسع عد كم دولة حتفصل من السودان"
52422,"والايام ديالشرق بعد الغرب ودى مسلسل  اكبر من الكيزان مامرة ضد السودان  وحتشوف"
52423,"يا اخوانا المجلس التشريعي ده ما بحل مشكلة اقتصادية هذا للمحاصصات السياسية  وقصة رقابة و تشريعات ده ما وقتها"
52424,"امام حمدوك و قوى الحرية و التغير خيارين يا تعبروا بالبد و يا تخشو الرك مع بشة و مجموعته"
52425,"غلطتو من الاول لو كان سعي لتكوين المجلس التشريعي كان حسي قدر ينجز قضايا قومية وطنية كبيرة جدا"
52426,"ما في واحد حاليا ولا مكون يقدر يفتي فيها خليه يتحمل مسؤولية تبنيها"
52427,"الحرية و التغيير رشحت والي كسلا ولمن الكفاوي حصلت كنتيجة شردوا و ما بادروا بحلها و لا واحد فتح خشمه ولا اتحمل المسؤولية"
52428,"نفس الشي بتكرر بشكل مستمر مع القرارات الإقتصادية يرفضوا برنامج الحكومة و لمن اتنكبت شردوا و عملوا نايمين"
52429,"في مدخل بورتسودان بيثبتوك بالسكينة نظام طالعين سلمية في فرق كبير بين ما يروج للخرطوم كسلعة سياسية وبين الواقع المرير"
52430,"السودان في عهد البشير أفضل الف مره من السودان في عهد قحت الأزمات كانت موجودة صح بس ما قاعده تطول شهر بالكتير والأمور بتتصلح"
52431,"بسط شئ التعليم وقفوا عملو روحهم دايرين يطبعو كتاب وغلبهم والجامعات أقل طالب ستة الف مصاريف"
52432,"دي قناه دعم الجنجويد الأولى شدت ما بكسرو تلج لي حميدتي مره كتبوه الرئيس السوداني"
52433,"حاجة تمخول الراس مظاهرات واحد و عشرين اكتوبر اليسار والشيوعيين طالعين ضد حمدوك ولدهم والإسلاميين برضو طالعين حسب الأخبار"
52434,"ياخ حمدوك زاتو دخل البلد في فتيل مفروض اجمد السلام لحكومه منتخبة واتفق علي وقف اطلاق النار بس"
52435,"حمدوك ما ماسوره لكن حظه وقع في اسوء شعوب العالم جشع حرامي إلا من رحم الله"
52436,"واناني ببوليغ شديد ما بحب بلده يتقدم وهو السبب الرئيسي في فشل تعمير وتقدم بلده"
52437,"عوارة منهم بس يعنى البلد كانت دوله عظمى وجا حمدوك خربا من يوما خربانه"
52438,"أخوات نسيبة ديل مخاليع والله الليلة لو وقعته في إيدهم يردموك ردم"
52439,"نحنا أيام المظاهرات مرات كتيره بنكون سِنَّه صغيرونه و نقع في فخ الكجر"
52440,"أيام الإعتقالات و القش ال من طرف داك المولى ساترها معانا و بنعرف نكب الزوغة كيف من العسكر"
52441,"عليك الله خلي الوهمنة العليك دي ومكنة الشفاتي دي حسي لو حمدوك اتخارج حيجيك منو"
52442,"حمدوك جابوك فزعة بقيت وجعة حمدوك هو من اجج نيران الفتنة في الشرق الحبيب حمدوك طلع اكبر ماسورة"
52443,"لحظة تجلي في حمدوك عين والي بدون دراسة واعلن اقالته وبرضو بدون دراسة والدنيا جاطت"
52444,"مااتخذ اي قرار اقتصادي ولا واجه اي زول من الأحزاب عامل نايم من العرض الامريكي لانو خايف من رد فعل في خيالو هو بس"
52445,"المعوق من البدايه الحكومه هي حبت تتذوق مراره الخازوق وتسطر اسوء مرحلة تمر على السودان بقياده الدلوكه حمدوك"
52446,"والله انا قنعت خلاص من بلدي وانشالله حاشوف طريقه اتخارج والله يعني ما معقول البحصل من الكلام الفارغ وعدم الموضوع حاجه تحزن كيف"
52447,"ياخ حصلنا درجة حاليا الشباب كلها بتفتش في سمبك عشان يكونو لاجئين في دول الاتحاد الأوروبي"
52448,"كلامك  كلو دسيس بس من م قلتا خيانه ل مبادئ العروبه قفلتا لى نفسى كان للعرب مبادىء ماكان شفناك"
52449,"شافع فرنسي مستمتع بي عصيده الدخن بي ملاح المفروكه والسودانين واقفين صف للرغيف"
52450,"كانوا صادقين لما قالو الصبة هنا أم الصبة  فصبوها في صفوف الأفران والجاز والغاز وغيرها"
52451,"حمدوك زاتو ما ماشي ولا حيزح من حتتو وقالها زمان هو عنده واجب وطني ولازم يؤديه باي صورة من الصور"
52452,"يعاقر ليل ونهار عشان يتفادي غدر العسكر وتردي مستوي قحت وقسمت بالله حمدوك يمشي هسا تاني ما تقوم لينا قايمة خمسين سنة لقدام"
52453,"اجل نزيه ونضيف لا خان لا سرق لا قتل لا اهدر مال عام  شغال بإيدينو وكرعينو والنوم ده طار من عينه"
52454,"شالو بمبرنا و قالوا حقنا قلنا ما بنتشاكل في بمبر يجو يشيلو المجمر قلنا يا جماعة ما حنك"
52455,"بعدينك يرفعوا الدعم ع المحروقات هووي يا جماعة جبتنا دي ناقين فيها ليه"
52456,"القرارات الماشة جاية دي قرارت بتتاخد في قعدة قهوة المغرب والمسؤؤل متمدد في العنجريب"
